event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-01 00:00:10 UTC,view,1307350,2053013558920217191,computers.notebook,acer,514.79,513741043,82f7f972-346a-41f1-ae58-3ccf1edf6726
2019-11-01 00:00:11 UTC,view,1307340,2053013558920217191,computers.notebook,asus,360.34,520772685,816a59f3-f5ae-4ccd-9b23-82aa8c23d33c
2019-11-01 00:00:11 UTC,view,41100055,2090228413959766319,,,38.07,562234311,4cbd502f-b1df-4bcf-a1cb-78bb18c37e70
2019-11-01 00:00:12 UTC,view,16700826,2053013559901684381,furniture.kitchen.chair,nika,47.77,566255262,173d7b72-1db7-4638-8207-be8148bf3c9f
2019-11-01 00:00:12 UTC,view,30100041,2053013556110033341,,,23.40,532704496,cf2c87cc-a4ea-4c98-add1-f916c68e86ca
2019-11-01 00:00:12 UTC,view,22700205,2053013556168753601,,matrix,23.14,564599988,d67efe84-f47e-44dd-8abf-a9122c706acd
2019-11-01 00:00:12 UTC,view,10800182,2053013554994348409,,redmond,61.10,527322328,5054190a-46cb-4211-a8f1-16fc1a060ed8
2019-11-01 00:00:12 UTC,view,52000058,2137704922018218396,,tomfarr,127.42,517702267,42599d98-752a-4fd8-a485-d8d03a753dbb
2019-11-01 00:00:13 UTC,view,15200565,2053013553484398879,,hyper,54.06,518758107,f617be3c-8447-4aaf-b9b7-2e23a21a8b58
2019-11-01 00:00:13 UTC,view,4804194,2053013554658804075,electronics.audio.headphone,acme,69.24,565731881,5d8cb7aa-ca44-4705-809d-53c97b497e16
2019-11-01 00:00:13 UTC,view,3701016,2053013565983425517,appliances.environment.vacuum,tefal,108.09,566278257,5cafe67a-3c46-4b47-a46a-ab30de4356bc
2019-11-01 00:00:14 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,458.28,549256216,dcbdc6e4-cd49-4ee8-95c5-e85f3c618fa1
2019-11-01 00:00:14 UTC,cart,1005014,2053013555631882655,electronics.smartphone,samsung,503.09,533326659,6b928be2-2bce-4640-8296-0efdf2fda22a
2019-11-01 00:00:14 UTC,view,27800054,2079713978300236035,,,119.69,565131688,95c9377b-f56e-4775-ae49-abd8d952915b
2019-11-01 00:00:14 UTC,view,2201037,2053013560555995845,,canon,437.29,517811633,97dc1638-90ea-450a-8499-a31fd8f2e9b1
2019-11-01 00:00:15 UTC,view,3901174,2053013552326770905,appliances.environment.water_heater,oasis,32.66,513200477,742aba02-727b-4d15-9222-6484ac846173
2019-11-01 00:00:15 UTC,view,4600603,2053013563944993659,appliances.kitchen.dishwasher,bosch,684.44,526595547,aab33a9a-29c3-4d50-84c1-8a2bc9256104
2019-11-01 00:00:16 UTC,view,4100297,2053013561218695907,,sony,511.13,551977964,2058fb5d-047d-46a9-913f-b3b62f3b697c
2019-11-01 00:00:16 UTC,view,18100047,2053013557955527211,,rezult,15.62,551078379,57dc2a56-6557-40c0-93b5-b4c7071d3866
2019-11-01 00:00:16 UTC,view,2300214,2053013560530830019,electronics.camera.video,,386.08,537931532,22c57267-da98-4f28-9a9c-18bb5b385193
2019-11-01 00:00:16 UTC,view,26400585,2053013563651392361,,lucente,248.66,533351761,6229f7bc-7440-44dc-8768-d924071fb879
2019-11-01 00:00:17 UTC,view,1005161,2053013555631882655,electronics.smartphone,xiaomi,211.92,513351129,e6b7ce9b-1938-4e20-976c-8b4163aea11d
